;Id;username;party;text;created_at;retweet_count;favorite_count;language;text_modif;traducciones;day;month;year
1162;1162;albiol_xg;ppc;Veo que en #badalona algunos siguen con las costumbres de la Alcaldía de la CUP. Mal, muy mal. ;2018-07-09 20:58:25;15;23;es;Veo que en #badalona algunos siguen con las costumbres de la Alcaldía de la CUP. Mal, muy mal. ;Veo que en #badalona algunos siguen con las costumbres de la Alcaldía de la CUP. Mal, muy mal. ;9;7;2018
1163;1163;inesarrimadas;cs;"Que Torra desprecie a media Cataluña en un teatro es indignante; que lo haga en el discurso institucional el día que debería ser de todos es injustificable. Ni siquiera hoy aparca la matraca separatista y reitera su apuesta por la confrontación. Mañana no será la Diada de todos ";2018-09-10 20:12:38;1085;2419;es;"Que Torra desprecie a media Cataluña en un teatro es indignante; que lo haga en el discurso institucional el día que debería ser de todos es injustificable. Ni siquiera hoy aparca la matraca separatista y reitera su apuesta por la confrontación. Mañana no será la Diada de todos ";"Que Torra desprecie a media Cataluña en un teatro es indignante; que lo haga en el discurso institucional el día que debería ser de todos es injustificable. Ni siquiera hoy aparca la matraca separatista y reitera su apuesta por la confrontación. Mañana no será la Diada de todos ";10;9;2018
1164;1164;joantarda;erc;A punt de començar l’acte a Figueres organitzat pel Casal Rifeny. Noms i noms de ciutadans i ciutadanes empresonats a les presons del Marroc. ;2018-07-28 17:15:40;21;75;ca;A punt de començar l’acte a Figueres organitzat pel Casal Rifeny. Noms i noms de ciutadans i ciutadanes empresonats a les presons del Marroc. ;A punto de comenzar el acto en Figueres organizado por el Casal Rifeño. Nombres y nombres de ciudadanos encarcelados en las prisiones de Marruecos. ;28;7;2018
1165;1165;albiol_xg;ppc;Hoy se cumple el primer aniversario de una fecha muy triste para los catalanes. La declaración de independencia puso en marcha los mecanismos del Estado para garantizar que @KRLS y @junqueras no iban a salirse con el objetivo de separar Cataluña de resto de España.;2018-10-27 09:15:44;94;253;es;Hoy se cumple el primer aniversario de una fecha muy triste para los catalanes. La declaración de independencia puso en marcha los mecanismos del Estado para garantizar que @KRLS y @junqueras no iban a salirse con el objetivo de separar Cataluña de resto de España.;Hoy se cumple el primer aniversario de una fecha muy triste para los catalanes. La declaración de independencia puso en marcha los mecanismos del Estado para garantizar que @KRLS y @junqueras no iban a salirse con el objetivo de separar Cataluña de resto de España.;27;10;2018
1166;1166;inesarrimadas;cs;Ciudadanos y el partido de Macron lanzan un proyecto de debate para jóvenes sobre el futuro de la UE 🇪🇺 ;2018-10-20 11:55:51;195;426;es;Ciudadanos y el partido de Macron lanzan un proyecto de debate para jóvenes sobre el futuro de la UE 🇪🇺 ;Ciudadanos y el partido de Macron lanzan un proyecto de debate para jóvenes sobre el futuro de la UE 🇪🇺 ;20;10;2018
1167;1167;albert_rivera;cs;Hace un año, Puigdemont huía cobardemente a Bélgica y un millón de demócratas volvíamos a salir a la calle en Cataluña para defender la libertad, la igualdad y la unión entre españoles. Jamás permitiremos que destruyan nuestra democracia. 🇪🇸;2018-10-29 10:35:21;1141;2619;es;Hace un año, Puigdemont huía cobardemente a Bélgica y un millón de demócratas volvíamos a salir a la calle en Cataluña para defender la libertad, la igualdad y la unión entre españoles. Jamás permitiremos que destruyan nuestra democracia. 🇪🇸;Hace un año, Puigdemont huía cobardemente a Bélgica y un millón de demócratas volvíamos a salir a la calle en Cataluña para defender la libertad, la igualdad y la unión entre españoles. Jamás permitiremos que destruyan nuestra democracia. 🇪🇸;29;10;2018
1168;1168;adacolau;comuns;L'excepcionalitat que vivim a Catalunya no és només política, també social. Milers de persones pateixen els efectes de les retallades impulsades sobretot pel PP. Al costat dels sindicats, demanem diàleg a Generalitat i Estat. Necessitem pressupostos per garantir els drets bàsics ;2018-11-13 12:27:44;87;169;ca;L'excepcionalitat que vivim a Catalunya no és només política, també social. Milers de persones pateixen els efectes de les retallades impulsades sobretot pel PP. Al costat dels sindicats, demanem diàleg a Generalitat i Estat. Necessitem pressupostos per garantir els drets bàsics ;La excepcionalidad que vivimos en Cataluña no es sólo política, también social. Miles de personas sufren los efectos de los recortes impulsados sobre todo por el PP. Junto a los sindicatos, pedimos diálogo a Generalitat y Estado. Necesitamos presupuestos para garantizar los derechos básicos ;13;11;2018
1169;1169;jaumecollboni;psc;Hi ha dues opcions: la via morta de Carles Puigdemont o la via del diàleg i els acords. Una via irreal o una centrada en l’agenda social que ha defensat @miqueliceta #parlament ;2018-10-03 09:42:51;9;22;ca;Hi ha dues opcions: la via morta de Carles Puigdemont o la via del diàleg i els acords. Una via irreal o una centrada en l’agenda social que ha defensat @miqueliceta #parlament ;Hay dos opciones: la vía muerta de Carles Puigdemont o la vía del diálogo y los acuerdos. Una vía irreal o una centrada en la agenda social que ha defendido @miqueliceta #Parlament ;3;10;2018
1170;1170;adacolau;comuns;"Avui Barcelona ret homenatge a Josep Fontana amb la Medalla d’Or a títol pòstum.
Historiador de renom internacional, professor, humanista, home compromés i generós. Un barceloní exemplar molt estimat i a qui Barcelona mai no oblidarà. ";2018-11-15 20:36:44;83;223;ca;"Avui Barcelona ret homenatge a Josep Fontana amb la Medalla d’Or a títol pòstum.
Historiador de renom internacional, professor, humanista, home compromés i generós. Un barceloní exemplar molt estimat i a qui Barcelona mai no oblidarà. ";Hoy Barcelona rinde homenaje a Josep Fontana con la Medalla de Oro a título póstumo. Historiador de renombre internacional, profesor, humanista, hombre comprometido y generoso. Un barcelonés ejemplar muy querido y al que Barcelona nunca olvidará. ;15;11;2018
1171;1171;adacolau;comuns;#Bolsonaro, Trump, Putin, Orbán, Salvini... hombres machistas, racistas, homófobos y amantes de la violencia q agitan el miedo y fakenews para conquistar poder. Las ciudades debemos trabajar juntas para generar espacios de resistencia, solidaridad y políticas q defiendan la vida;2018-10-29 13:53:55;3088;8933;es;#Bolsonaro, Trump, Putin, Orbán, Salvini... hombres machistas, racistas, homófobos y amantes de la violencia q agitan el miedo y fakenews para conquistar poder. Las ciudades debemos trabajar juntas para generar espacios de resistencia, solidaridad y políticas q defiendan la vida;#Bolsonaro, Trump, Putin, Orbán, Salvini... hombres machistas, racistas, homófobos y amantes de la violencia q agitan el miedo y fakenews para conquistar poder. Las ciudades debemos trabajar juntas para generar espacios de resistencia, solidaridad y políticas q defiendan la vida;29;10;2018
1172;1172;joantarda;erc;Entenc la teva voluntat @CunilleraTeresa però l’indult és inacceptable perquè significa asumir la sentència d’una causa injusta, ja escrita, que tan sols està inspirada en la crueltat i la voluntat d’escarment. Només hi ha una opció: absolució i que l’Estat espanyol passi comptes;2018-09-22 11:49:59;584;1516;ca;Entenc la teva voluntat @CunilleraTeresa però l’indult és inacceptable perquè significa asumir la sentència d’una causa injusta, ja escrita, que tan sols està inspirada en la crueltat i la voluntat d’escarment. Només hi ha una opció: absolució i que l’Estat espanyol passi comptes;Entiendo tu voluntad @CunilleraTeresa pero el indulto es inaceptable porque significa asumir la sentencia de una causa injusta, ya escrita, que tan sólo está inspirada en la crueldad y la voluntad de escarmiento. Sólo hay una opción: absolución y que España pase cuentas ;22;9;2018
1173;1173;joantarda;erc;"Companys i companyes d’ @esquerrapv sou el mirall dels valors republicans del nostre partit i els dipositaris del crit de @junqueras al País Valencià.
";2018-11-02 09:52:04;73;160;ca;"Companys i companyes d’ @esquerrapv sou el mirall dels valors republicans del nostre partit i els dipositaris del crit de @junqueras al País Valencià.
";Compañeros y compañeras de @esquerrapv eres el espejo de los valores republicanos de nuestro partido y los depositarios del grito de @junqueras en Valencia. ;2;11;2018
1174;1174;joantarda;erc;"“L’escarment i la venjança judicials enterren la política”. Adjunto aquest article publicat avui a @ElLlobregat 
";2018-11-02 17:01:51;64;137;ca;"“L’escarment i la venjança judicials enterren la política”. Adjunto aquest article publicat avui a @ElLlobregat 
";"""El escarmiento y la venganza judiciales entierran la política"". Adjunto este artículo publicado hoy en @ElLlobregat ";2;11;2018
1175;1175;inesarrimadas;cs;Para Buch, el derecho constitucional a manifestarse es una “provocación” si lo ejercen ciudadanos constitucionalistas y dice sin esconderse que si fuera por el Govern prohibirían estas manifestaciones. Estamos apañados si Sánchez confía en este señor para conseguir “normalidad”. ;2018-09-30 14:16:19;801;1361;es;Para Buch, el derecho constitucional a manifestarse es una “provocación” si lo ejercen ciudadanos constitucionalistas y dice sin esconderse que si fuera por el Govern prohibirían estas manifestaciones. Estamos apañados si Sánchez confía en este señor para conseguir “normalidad”. ;Para Buch, el derecho constitucional a manifestarse es una “provocación” si lo ejercen ciudadanos constitucionalistas y dice sin esconderse que si fuera por el Govern prohibirían estas manifestaciones. Estamos apañados si Sánchez confía en este señor para conseguir “normalidad”. ;30;9;2018
1176;1176;krls;jxcat;"I would never suspend the Declaration of Independence of #27oct. Recipee for independence is made of people, human rights and respect for the other (dialogue). I will be always fighting for freedom and democracy. 

Thank you @BeyondBorders__ 

#CatalanRepublic #FreeTothom 🎗 ";2018-08-26 14:57:30;2517;5678;en;"I would never suspend the Declaration of Independence of #27oct. Recipee for independence is made of people, human rights and respect for the other (dialogue). I will be always fighting for freedom and democracy. 

Thank you @BeyondBorders__ 

#CatalanRepublic #FreeTothom 🎗 ";Nunca suspendería la Declaración de Independencia de # 27oct. El beneficiario de la independencia está compuesto por personas, derechos humanos y respeto por los demás (diálogo). Siempre estaré luchando por la libertad y la democracia. Gracias @BeyondBorders__ #CatalanRepublic #FreeTothom 🎗 ;26;8;2018
1177;1177;xavierdomenechs;comuns;"Ahir ens vam reunir amb els veïns i veïnes dels Merinals de Sabadell afectats per l'aluminosi. ADIGSA ha d'assumir la seva responsabilitat. 

Tot el nostre suport als veïns i veïnes afectades. ";2018-06-15 12:02:00;10;12;ca;"Ahir ens vam reunir amb els veïns i veïnes dels Merinals de Sabadell afectats per l'aluminosi. ADIGSA ha d'assumir la seva responsabilitat. 

Tot el nostre suport als veïns i veïnes afectades. ";Ayer nos reunimos con los vecinos y vecinas de los Merinals de Sabadell afectados por la aluminosis. ADIGSA debe asumir su responsabilidad. Todo nuestro apoyo a los vecinos y vecinas afectadas. ;15;6;2018
1178;1178;inesarrimadas;cs;Hace tiempo que desde Cs denunciamos la inseguridad  provocada por la presencia de narcopisos en el Raval. La inacción de Colau y la Generalitat solo ha enquistado el problema. Es imprescindible desarrollar un plan que proteja a los vecinos de la ocupación ilegal y los narcopisos ;2018-10-29 19:37:45;334;700;es;Hace tiempo que desde Cs denunciamos la inseguridad  provocada por la presencia de narcopisos en el Raval. La inacción de Colau y la Generalitat solo ha enquistado el problema. Es imprescindible desarrollar un plan que proteja a los vecinos de la ocupación ilegal y los narcopisos ;Hace tiempo que desde Cs denunciamos la inseguridad  provocada por la presencia de narcopisos en el Raval. La inacción de Colau y la Generalitat solo ha enquistado el problema. Es imprescindible desarrollar un plan que proteja a los vecinos de la ocupación ilegal y los narcopisos ;29;10;2018
1179;1179;inesarrimadas;cs;"Así actúan los totalitarios. Todo mi apoyo a @manuelvalls ante este acoso en la presentación de su libro ‘Barcelona, vuelvo a casa’. Los demócratas seguiremos defendiendo la libertad. #NoNosCallarán
";2018-11-13 11:37:18;828;1668;es;"Así actúan los totalitarios. Todo mi apoyo a @manuelvalls ante este acoso en la presentación de su libro ‘Barcelona, vuelvo a casa’. Los demócratas seguiremos defendiendo la libertad. #NoNosCallarán
";"Así actúan los totalitarios. Todo mi apoyo a @manuelvalls ante este acoso en la presentación de su libro ‘Barcelona, vuelvo a casa’. Los demócratas seguiremos defendiendo la libertad. #NoNosCallarán
";13;11;2018
1180;1180;miqueliceta;psc;"Miquel Roca: ""La descentralización territorial del Estado no tiene comparación con ningún país occidental"", Alejandro Tercero vía @cronicaglobal ";2018-11-01 14:36:59;146;200;es;"Miquel Roca: ""La descentralización territorial del Estado no tiene comparación con ningún país occidental"", Alejandro Tercero vía @cronicaglobal ";"Miquel Roca: ""La descentralización territorial del Estado no tiene comparación con ningún país occidental"", Alejandro Tercero vía @cronicaglobal ";1;11;2018
1181;1181;albiol_xg;ppc;Y su homólogo en Cataluña de  cómplice con las fechorías de los políticos independentistas y dejando  desamparados a todos aquellos que vivimos aquí y no somos independentistas. Menudo vividor.  @lavanguardia ;2018-09-03 14:56:57;99;137;es;Y su homólogo en Cataluña de  cómplice con las fechorías de los políticos independentistas y dejando  desamparados a todos aquellos que vivimos aquí y no somos independentistas. Menudo vividor.  @lavanguardia ;Y su homólogo en Cataluña de  cómplice con las fechorías de los políticos independentistas y dejando  desamparados a todos aquellos que vivimos aquí y no somos independentistas. Menudo vividor.  @lavanguardia ;3;9;2018
1182;1182;inesarrimadas;cs;Cuando Cs negocia presupuestos exige medidas para todos los ciudadanos como aumentar los recursos para escuelas infantiles, residencias para personas dependientes y mejoras para autónomos. Los socios de Sánchez exigen subir impuestos y regalar prebendas a los separatistas ;2018-10-22 18:32:01;541;930;es;Cuando Cs negocia presupuestos exige medidas para todos los ciudadanos como aumentar los recursos para escuelas infantiles, residencias para personas dependientes y mejoras para autónomos. Los socios de Sánchez exigen subir impuestos y regalar prebendas a los separatistas ;Cuando Cs negocia presupuestos exige medidas para todos los ciudadanos como aumentar los recursos para escuelas infantiles, residencias para personas dependientes y mejoras para autónomos. Los socios de Sánchez exigen subir impuestos y regalar prebendas a los separatistas ;22;10;2018
1183;1183;albiol_xg;ppc;El mejor ejemplo de la anomalía democracia que vivimos en Cataluña. En  el @parlamentcat ahora compareciendo el director de centros penitenciarios con un lazo amarillo en favor de internos que dependen de él. Todo muy coherente. ;2018-09-27 08:35:28;191;261;es;El mejor ejemplo de la anomalía democracia que vivimos en Cataluña. En  el @parlamentcat ahora compareciendo el director de centros penitenciarios con un lazo amarillo en favor de internos que dependen de él. Todo muy coherente. ;El mejor ejemplo de la anomalía democracia que vivimos en Cataluña. En  el @parlamentcat ahora compareciendo el director de centros penitenciarios con un lazo amarillo en favor de internos que dependen de él. Todo muy coherente. ;27;9;2018
1184;1184;jaumecollboni;psc;Joan Tardà: “Si oferissin un bon Estatut d’Autonomia de caràcter confederal és possible que molts independentistes el votessin” ;2018-10-05 13:37:54;50;75;ca;Joan Tardà: “Si oferissin un bon Estatut d’Autonomia de caràcter confederal és possible que molts independentistes el votessin” ;"Joan Tardà: ""Si ofrecieran un buen Estatuto de Autonomía de carácter confederal es posible que muchos independentistas lo votaran"" ";5;10;2018
1185;1185;inesarrimadas;cs;"Must read: ""Instead of supporting calls to muzzle the justice system and political opposition, we demand strict respect for the rule of law and for democratic institutions"". Like @Albert_Rivera and other European leaders, I also believe that the European promise is not lost. ";2018-09-27 16:27:48;142;272;en;"Must read: ""Instead of supporting calls to muzzle the justice system and political opposition, we demand strict respect for the rule of law and for democratic institutions"". Like @Albert_Rivera and other European leaders, I also believe that the European promise is not lost. ";"Debe leerse: ""En lugar de apoyar los llamamientos para sofocar el sistema de justicia y la oposición política, exigimos el respeto estricto del estado de derecho y de las instituciones democráticas"". Al igual que @Albert_Rivera y otros líderes europeos, también creo que la promesa europea no se pierde. ";27;9;2018
1186;1186;quimtorraipla;jxcat;"The #SakharovPrize for Freedom of Thought 2018 has been given to Oleg Sentsov.

Sentenced to 20 years in prison for “plotting terrorist acts”, Mr. Oleg Sentsov is considered a political prisoner and should be released.

Lots of solidarity from Catalonia. ";2018-10-26 05:55:32;341;753;en;"The #SakharovPrize for Freedom of Thought 2018 has been given to Oleg Sentsov.

Sentenced to 20 years in prison for “plotting terrorist acts”, Mr. Oleg Sentsov is considered a political prisoner and should be released.

Lots of solidarity from Catalonia. ";El Premio #Sakharov para la Libertad de Pensamiento 2018 ha sido otorgado a Oleg Sentsov. Condenado a 20 años de prisión por “planear actos terroristas”, el Sr. Oleg Sentsov es considerado un preso político y debe ser puesto en libertad. Mucha solidaridad desde Cataluña. ;26;10;2018
1187;1187;santirodriguez;ppc;Això dels independentistes és com lo de Juan Palomo, yo me lo guiso yo me como. Falsifiquen el nostre logo!! @PPCatalunya ;2017-09-19 06:42:20;85;45;es;Això dels independentistes és com lo de Juan Palomo, yo me lo guiso yo me como. Falsifiquen el nostre logo!! @PPCatalunya ;Això dels independentistes és com lo de Juan Palomo, yo me lo guiso yo me como. Falsifiquen el nostre logo!! @PPCatalunya ;19;9;2017
1188;1188;martarovira;erc;"Voleu saber què pensa la primera diputada musulmana al #Parlament? És la @najat_driouech i ho és per @Esquerra_ERC 

";2018-03-14 16:19:17;284;744;ca;"Voleu saber què pensa la primera diputada musulmana al #Parlament? És la @najat_driouech i ho és per @Esquerra_ERC 

";Desea saber qué piensa la primera diputada musulmana en #Parlament? Es la @najat_driouech y lo es por @Esquerra_ERC ;14;3;2018
1189;1189;quimtorraipla;jxcat;L’enhorabona @Somiatwiter pel premi Joan Fuster d’Assaig. Més Pla, magnífic. Frisant per llegir-lo. Abraçada. ;2018-10-28 08:07:29;45;174;ca;L’enhorabona @Somiatwiter pel premi Joan Fuster d’Assaig. Més Pla, magnífic. Frisant per llegir-lo. Abraçada. ;La enhorabuena @Somiatwiter por el premio Joan Fuster de Ensayo. Más Plan, magnífico. Impaciente por leerlo. Abrazo. ;28;10;2018
1190;1190;martarovira;erc;El Palau Robert ple de gom a gom, amb gent pacífica i compromesa amb els drets fonamentals #CatalanReferendum ;2017-10-01 11:29:34;233;368;ca;El Palau Robert ple de gom a gom, amb gent pacífica i compromesa amb els drets fonamentals #CatalanReferendum ;El Palau Robert lleno hasta la bandera, con gente pacífica y comprometida con los derechos fundamentales #CatalanReferendum ;1;10;2017
1191;1191;krls;jxcat;Entrevista a Ana Stanic, molt aclaridora: “Una declaración de independencia no es delito en derecho internacional”  via @diario_16;2018-09-03 07:42:22;4052;7037;es;Entrevista a Ana Stanic, molt aclaridora: “Una declaración de independencia no es delito en derecho internacional”  via @diario_16;Entrevista a Ana Stanic, molt aclaridora: “Una declaración de independencia no es delito en derecho internacional”  via @diario_16;3;9;2018
1192;1192;santirodriguez;ppc;Canvi de feina: ara Portaveu del @PPCatalunya al Parlament, amb @alejandroTGN com a nou President!;2018-11-10 16:34:13;8;77;ca;Canvi de feina: ara Portaveu del @PPCatalunya al Parlament, amb @alejandroTGN com a nou President!;Cambio de trabajo: ahora Portavoz del @PPCatalunya el Parlamento, con @alejandroTGN como nuevo Presidente! ;10;11;2018
1193;1193;santirodriguez;ppc;Cuando se habla de democracia en el @parlament_cat, los del SI se van! No les interesa!  @ALevySoler @PPCatalunya @PPopular;2017-06-29 15:59:53;14;18;ca;Cuando se habla de democracia en el @parlament_cat, los del SI se van! No les interesa!  @ALevySoler @PPCatalunya @PPopular;Cuando se habla de democracia en el @parlament_cat, los del SI se van! No las interesa! @ALevySoler @PPCatalunya @PPopular ;29;6;2017
1194;1194;adacolau;comuns;Ni rebelión violenta en Catalunya ni raperos terroristas. Una decisión de la justicia europea previsible y de sentido común. La cúpula judicial española debería revisar qué está pasando antes de que el desprestigio de la institución sea irreparable ;2018-09-17 08:28:54;2649;6663;es;Ni rebelión violenta en Catalunya ni raperos terroristas. Una decisión de la justicia europea previsible y de sentido común. La cúpula judicial española debería revisar qué está pasando antes de que el desprestigio de la institución sea irreparable ;Ni rebelión violenta en Catalunya ni raperos terroristas. Una decisión de la justicia europea previsible y de sentido común. La cúpula judicial española debería revisar qué está pasando antes de que el desprestigio de la institución sea irreparable ;17;9;2018
1195;1195;xavierdomenechs;comuns;Avui ens hem reunit amb @ccoocatalunya per compartir objectius de present i de futur, reiterant el nostre compromis absolut amb la llibertat sindical. Sobretot davant dels atacs que ha patit darrerament per part de Cs ;2018-05-11 17:11:47;43;66;ca;Avui ens hem reunit amb @ccoocatalunya per compartir objectius de present i de futur, reiterant el nostre compromis absolut amb la llibertat sindical. Sobretot davant dels atacs que ha patit darrerament per part de Cs ;Hoy nos hemos reunido con @ccoocatalunya para compartir objetivos de presente y de futuro, reiterando nuestro compromiso absoluto con la libertad sindical. Sobre todo ante los ataques que ha sufrido últimamente por parte de Cs ;11;5;2018
1196;1196;joantarda;erc;.@Esquerra_ERC Presentem conjuntament amb @ahorapodemos @Pdemocratacat i @compromis escrit de reconsideració arran de la negativa del Congrés a constituir una comissió d’investigació sobre Juan Carlos I. ;2018-09-20 13:16:25;50;127;ca;.@Esquerra_ERC Presentem conjuntament amb @ahorapodemos @Pdemocratacat i @compromis escrit de reconsideració arran de la negativa del Congrés a constituir una comissió d’investigació sobre Juan Carlos I. ;. @ Esquerra_ERC Presentamos conjuntamente con @ahorapodemos @Pdemocratacat y @compromis escrito de reconsideración a raíz de la negativa del Congreso a constituir una comisión de investigación sobre Juan Carlos I. ;20;9;2018
1197;1197;inesarrimadas;cs;"Todo mi apoyo a @jusapol y a su derecho a manifestarse sin coacciones ni amenazas. El separatismo pretende expulsar del espacio público a todo el que piensa diferente hasta el punto de intentar privar a ciudadanos de un derecho constitucional
";2018-09-29 14:56:19;2400;3785;es;"Todo mi apoyo a @jusapol y a su derecho a manifestarse sin coacciones ni amenazas. El separatismo pretende expulsar del espacio público a todo el que piensa diferente hasta el punto de intentar privar a ciudadanos de un derecho constitucional
";"Todo mi apoyo a @jusapol y a su derecho a manifestarse sin coacciones ni amenazas. El separatismo pretende expulsar del espacio público a todo el que piensa diferente hasta el punto de intentar privar a ciudadanos de un derecho constitucional
";29;9;2018
1198;1198;albiol_xg;ppc;Famílies? Fills? Perdona, Necessites mentir per algun motiu especial?? No tens arguments? ;2018-08-31 17:44:46;44;116;ca;Famílies? Fills? Perdona, Necessites mentir per algun motiu especial?? No tens arguments? ;Familias? Hijos? Perdona, Necesitas mentir por algún motivo especial ?? No tienes argumentos? ;31;8;2018
1199;1199;inesarrimadas;cs;Los socios de Sánchez insisten en el desacato y la desobediencia. No se puede decir que en el Govern haya “lealtad” ni que la situación política en  Cataluña haya vuelto a la “normalidad”. El Gobierno de España debe defender a millones de catalanes ante este despropósito ;2018-09-09 22:15:01;497;910;es;Los socios de Sánchez insisten en el desacato y la desobediencia. No se puede decir que en el Govern haya “lealtad” ni que la situación política en  Cataluña haya vuelto a la “normalidad”. El Gobierno de España debe defender a millones de catalanes ante este despropósito ;Los socios de Sánchez insisten en el desacato y la desobediencia. No se puede decir que en el Govern haya “lealtad” ni que la situación política en  Cataluña haya vuelto a la “normalidad”. El Gobierno de España debe defender a millones de catalanes ante este despropósito ;9;9;2018
1200;1200;martarovira;erc;Endavant, @rogertorrent11 i @albaverges! Convençuda que fareu una gran feina des de la Mesa del #Parlament! Seguim! ;2018-01-17 12:08:31;392;1885;ca;Endavant, @rogertorrent11 i @albaverges! Convençuda que fareu una gran feina des de la Mesa del #Parlament! Seguim! ;Adelante, @ rogertorrent11 y @albaverges! Convencida de que haréis un gran trabajo desde la Mesa del #Parlament! Seguimos! ;17;1;2018
1201;1201;quimtorraipla;jxcat;"“I aprenc a dir que No.

Que ja no és temps de plorar
ni de lamentar-se, ni tampoc
el de cercar excuses fàcils.

I aprenc a dir que No.”

Montserrat Abelló";2018-09-10 09:05:07;1621;5707;ca;"“I aprenc a dir que No.

Que ja no és temps de plorar
ni de lamentar-se, ni tampoc
el de cercar excuses fàcils.

I aprenc a dir que No.”

Montserrat Abelló";"""Y aprendo a decir que No. Que ya no es tiempo de llorar ni de lamentarse, ni tampoco el de buscar excusas fáciles. Y aprendo a decir que No. ""Montserrat Abelló ";10;9;2018
1202;1202;adacolau;comuns;Exigimos reconocimiento y derechos para nuestras madres y abuelas, y para todas las mujeres que limpian y cuidan: Señoras con mayúsculas a las que @L_Makeba les hace un necesario homenaje en este precioso artículo: ;2018-07-18 10:48:41;122;241;es;Exigimos reconocimiento y derechos para nuestras madres y abuelas, y para todas las mujeres que limpian y cuidan: Señoras con mayúsculas a las que @L_Makeba les hace un necesario homenaje en este precioso artículo: ;Exigimos reconocimiento y derechos para nuestras madres y abuelas, y para todas las mujeres que limpian y cuidan: Señoras con mayúsculas a las que @L_Makeba les hace un necesario homenaje en este precioso artículo: ;18;7;2018
1203;1203;adacolau;comuns;"Felicidades @ahorapodemos @EnComu_Podem por un acuerdo d presupuestos muy importante para mejorar la vida d la gente!
Para BCN era imprescindible la regulación d alquileres abusivos y lo hemos logrado!!
Felicidades @Lucia___M @Pablo_Iglesias_ y a todxs por hacerlo posible! ";2018-10-11 09:01:54;830;2191;es;"Felicidades @ahorapodemos @EnComu_Podem por un acuerdo d presupuestos muy importante para mejorar la vida d la gente!
Para BCN era imprescindible la regulación d alquileres abusivos y lo hemos logrado!!
Felicidades @Lucia___M @Pablo_Iglesias_ y a todxs por hacerlo posible! ";"Felicidades @ahorapodemos @EnComu_Podem por un acuerdo d presupuestos muy importante para mejorar la vida d la gente!
Para BCN era imprescindible la regulación d alquileres abusivos y lo hemos logrado!!
Felicidades @Lucia___M @Pablo_Iglesias_ y a todxs por hacerlo posible! ";11;10;2018
1204;1204;quimtorraipla;jxcat;L’escàndol és absolut. El descrèdit del poder judicial espanyol, total. Al revés del tribunal de Gant (Valtonyc) i del Tribunal Europeu dels Drets Humans (Otegi), s’hi afegeix ara el canvi d’opinió del TS sobre hipoteques 5 dies després d’haver dit el contrari. Suprema injustícia ;2018-11-06 19:42:40;2136;4660;ca;L’escàndol és absolut. El descrèdit del poder judicial espanyol, total. Al revés del tribunal de Gant (Valtonyc) i del Tribunal Europeu dels Drets Humans (Otegi), s’hi afegeix ara el canvi d’opinió del TS sobre hipoteques 5 dies després d’haver dit el contrari. Suprema injustícia ;El escándalo es absoluto. El descrédito del poder judicial español, total. Al revés del tribunal de Gante (Valtonyc) y del Tribunal Europeo de los Derechos Humanos (Otegi), se añade ahora el cambio de opinión del TS sobre hipotecas 5 días después de haber dicho lo contrario. suprema injusticia ;6;11;2018
1205;1205;albert_rivera;cs;Sr ‘periodista’ de ETB: Sí, doblaron las campanas: durante 40 años, en muchas ocasiones, por los asesinatos de una peste llamada ETA. Ayer los batasunos intentaron tapar a campanazos la voz de Beatriz, víctima del atentado de Zaragoza. Pero ella nos llegó al alma, no lo lograron. ;2018-11-05 18:08:14;1356;2884;es;Sr ‘periodista’ de ETB: Sí, doblaron las campanas: durante 40 años, en muchas ocasiones, por los asesinatos de una peste llamada ETA. Ayer los batasunos intentaron tapar a campanazos la voz de Beatriz, víctima del atentado de Zaragoza. Pero ella nos llegó al alma, no lo lograron. ;Sr ‘periodista’ de ETB: Sí, doblaron las campanas: durante 40 años, en muchas ocasiones, por los asesinatos de una peste llamada ETA. Ayer los batasunos intentaron tapar a campanazos la voz de Beatriz, víctima del atentado de Zaragoza. Pero ella nos llegó al alma, no lo lograron. ;5;11;2018
1206;1206;jaumecollboni;psc;Les i els @socialistes_cat treballem en la defensa dels drets dels animals promovent els valors del respecte, solidaritat i protecció de tots els éssers vius. Avui és el #DiaMundialdelsAnimals, i els companys/es del @psc_da fem visible la nostra lluita en aquest decàleg ;2018-10-04 07:33:49;22;36;ca;Les i els @socialistes_cat treballem en la defensa dels drets dels animals promovent els valors del respecte, solidaritat i protecció de tots els éssers vius. Avui és el #DiaMundialdelsAnimals, i els companys/es del @psc_da fem visible la nostra lluita en aquest decàleg ;Las y los @socialistes_cat trabajamos en la defensa de los derechos de los animales promoviendo los valores del respeto, solidaridad y protección de todos los seres vivos. Hoy es el #DiaMundialdelsAnimals, y los compañeros / as del @psc_da hacemos visible nuestra lucha en este decálogo ;4;10;2018
1207;1207;miqueliceta;psc;La revisión del modelo lingüístico exaspera a sectores independentistas, Carina Farreras  @lavanguardia ;2018-10-25 07:07:25;9;14;es;La revisión del modelo lingüístico exaspera a sectores independentistas, Carina Farreras  @lavanguardia ;La revisión del modelo lingüístico exaspera a sectores independentistas, Carina Farreras  @lavanguardia ;25;10;2018
