Id;username;party;text;created_at;retweet_count;favorite_count;text_clean
3333;DolorsMM;pp;"En el @PPopular estamos preparados para ganar todas las elecciones. Somos la solución a los problemas que siempre crean los socialistas cuando gobiernan.

@EspejoPublico ";2019-02-14 08:25:57;101;258;en el ppopular estamos preparados para ganar todas las elecciones somos la solucion a los problemas que siempre crean los socialistas cuando gobiernan espejopublico 
3334;junqueras;erc;"Sant Vicenç dels Horts acull un partit solidari per recaptar fons per la caixa de resistència!
Gràcies amics!! Us estimo! Via @naciodigital
 ";2018-05-21 08:08:19;909;3727;sant vicenc dels horts acull un partit solidari per recaptar fons per la caixa de resistencia gracies amics us estimo via naciodigital 
3335;elpiratavell;cup;"En una ciutat amb 700 morts prematures anuals per la contaminació atmosfèrica generada pel vehicle privat, proposar eliminar carrils #bicicleta és infame i criminal. 

";2019-01-30 07:09:18;0;4;en una ciutat amb morts prematures anuals per la contaminacio atmosferica generada pel vehicle privat proposar eliminar carrils bicicleta es infame i criminal 
3336;elsa_artadi;jxcat;Bona descripció del gobierno i els còmplices del 155. Ho tenim clar. #marxem #oRepúblicaoRepública ;2018-02-25 21:03:34;780;1576;bona descripcio del gobierno i els complices del ho tenim clar marxem orepublicaorepublica 
3337;magrinyajordi;cup;Primark obrira una botiga de més de 7.000m2 a la Plaça Catalunya, així és com es destrueix el petit comerç però no sentireu els que acostumen a clamar razzies contra els manters criticar la destrucció de llocs de treball i precarització que provoquen les grans cadenes.;2019-02-23 18:55:17;400;681;primark obrira una botiga de mes de m a la placa catalunya aixi es com es destrueix el petit comerc pero no sentireu els que acostumen a clamar razzies contra els manters criticar la destruccio de llocs de treball i precaritzacio que provoquen les grans cadenes 
3338;fjavilopez;psc;⚖ El Dieselgate y Cambridge Analytica han tenido consecuencias para millones de consumidores, pero en la #UE no se ha reparado el daño. Desde @Europarl_ES pedimos al Consejo que desbloquee la iniciativa para que grupos de consumidores puedan demandar conjuntamente a las empresas;2019-03-27 15:13:34;3;2; el dieselgate y cambridge analytica han tenido consecuencias para millones de consumidores pero en la ue no se ha reparado el dano desde europarles pedimos al consejo que desbloquee la iniciativa para que grupos de consumidores puedan demandar conjuntamente a las empresas
3339;galapita;bcomu;avui l'associació d'amics i comerciants de la Plaça Reial ha presentat els actes pel seu 20 aniversari, comença per l'expo Linia de Fuga, aneu a vore-la! ;2019-03-05 14:23:02;0;3;avui l associacio d amics i comerciants de la placa reial ha presentat els actes pel seu aniversari comenca per l expo linia de fuga aneu a vore la 
3340;neusmunte;jxcat;Als #PremiComerçBCN que reconeixen la bona feina del comerç de la nostra ciutat. ;2018-11-07 23:02:15;11;30;als premicomercbcn que reconeixen la bona feina del comerc de la nostra ciutat 
3341;KRLS;jxcat;Aquest informe és demoledor. El retrocés de drets com la llibertat d'expressió és evident. Espanya és lluny de ser una democràcia exemplar, i hi ha evidències documentades que ho avalen. ;2019-01-18 20:37:23;3341;6283;aquest informe es demoledor el retroces de drets com la llibertat d expressio es evident espanya es lluny de ser una democracia exemplar i hi ha evidencies documentades que ho avalen 
3342;CarinaMejias;vallsbcn;"Las afirmaciones del fugado Puigdemont son una afirmación de reiteración delictiva y el remache que justifica el mantenimiento de la Prisión preventiva.
Con estos amigos no hacen falta enemigos. 👇 ";2019-02-05 11:35:57;23;31;las afirmaciones del fugado puigdemont son una afirmacion de reiteracion delictiva y el remache que justifica el mantenimiento de la prision preventiva con estos amigos no hacen falta enemigos 
3343;joanlopezalegre;pp;32 años de la catastrofe de #Chernobyl el penúltimo de los desastres soviéticos ;2018-04-26 17:34:38;7;16; anos de la catastrofe de chernobyl el penultimo de los desastres sovieticos 
3344;elsa_artadi;jxcat;"Menyspreu per les institucions catalanes i enorme manca d'humanitat. M'afegeixo! 
Molt bé avui @rogertorrent ";2018-02-23 19:56:17;2016;4799;menyspreu per les institucions catalanes i enorme manca d humanitat m afegeixo molt be avui rogertorrent 
3345;elpiratavell;cup;La realitat oculta(da). Més espai públic a canvi de dos noves #TerminalsCreuers i reforçar l'elitista i privada #MarinaVela. Aquest és l'acord entre @bcn_ajuntament i el @portdebarcelona. #DecreixementTurístic ;2018-12-18 09:50:50;10;7;la realitat oculta da mes espai public a canvi de dos noves terminalscreuers i reforcar l elitista i privada marinavela aquest es l acord entre bcnajuntament i el portdebarcelona decreixementturistic 
3346;javiermulleras;pp;Reunión con el eje comercial @eixraval , escuchando sus necesidades, sus problemas de seguridad, buscando soluciones a las inundaciones, sufriendo la dejadez de Ada Colau, en un barrio que es el alma de nuestra querida BCN #StopColau ;2018-11-16 11:17:36;0;0;reunion con el eje comercial eixraval escuchando sus necesidades sus problemas de seguridad buscando soluciones a las inundaciones sufriendo la dejadez de ada colau en un barrio que es el alma de nuestra querida bcn stopcolau 
3347;dianacoromines;bcncapital;Quina mena d'acció exterior voleu fer, conseller, envoltat de persones que van abraçar a mans plenes el 155? Amb el mateix secretari general (Aleix Villatoro) que es va encarregar de tancar les delegacions, i amb uns delegats que van fugir quan el país més els necessitava? #Vichy ;2019-03-05 08:02:17;224;286;quina mena d accio exterior voleu fer conseller envoltat de persones que van abracar a mans plenes el amb el mateix secretari general aleix villatoro que es va encarregar de tancar les delegacions i amb uns delegats que van fugir quan el pais mes els necessitava vichy 
3348;gonzalezpons;pp;No existe impotencia mayor que la de no poder dar a tus hijos lo mínimo para sobrevivir y salir adelante. Podéis quedaros en paz, mi columna de hoy sobre una familia refugiada en los Países Bajos en ⁦@lasprovincias⁩  ;2019-02-04 10:02:58;35;79;no existe impotencia mayor que la de no poder dar a tus hijos lo minimo para sobrevivir y salir adelante podeis quedaros en paz mi columna de hoy sobre una familia refugiada en los paises bajos en lasprovincias 
3349;josebouvila;pp;Al contrario que la alcaldesa, yo creo que hay que hacer gestos de normalidad institucional: poner el busto de SM el Rey, retirar el lazo amarillo y, si hay que cambiar la calle Príncipe de Asturias por algo, que sea para llamarla Princesa. #BouBCN2019 #elecciones2019votoderechas ;2019-02-19 21:31:33;85;190;al contrario que la alcaldesa yo creo que hay que hacer gestos de normalidad institucional poner el busto de sm el rey retirar el lazo amarillo y si hay que cambiar la calle principe de asturias por algo que sea para llamarla princesa boubcn elecciones votoderechas 
3350;magrinyajordi;cup;Ahir protestaven contra la policia de barri. Avui demanen antiavalots i pistoles Taser i després aniran dient que els antisocials son un altres. ;2019-03-21 15:23:09;7;13;ahir protestaven contra la policia de barri avui demanen antiavalots i pistoles taser i despres aniran dient que els antisocials son un altres 
3351;josebouvila;pp;"A los #separatistas les molesta, pero no me voy a quedar callado. Hay que apostar por un gobierno para el Ayuntamiento de Barcelona de concentración entre constitucionalistas frente a populistas y separatistas. #BouBCN2019
";2019-03-24 09:55:43;48;84;a los separatistas les molesta pero no me voy a quedar callado hay que apostar por un gobierno para el ayuntamiento de barcelona de concentracion entre constitucionalistas frente a populistas y separatistas boubcn 
3352;subirats9;bcomu;Combinación potente en @UsinadelArte Festival de Jazz y expo de Guerrilla Girls ;2018-11-18 21:49:40;0;5;combinacion potente en usinadelarte festival de jazz y expo de guerrilla girls 
3353;KRLS;jxcat;"Al Llibre del Sindicat Remença hi consten 115 dones. Doblement esclaves dels senyors, per remences i per dones, van contribuir a la primera lluita documentada per abolir la servitud (fitxa @UNESCO 

📍Aquí hi ha el llistat: 

#8M";2019-03-08 15:44:27;1748;4542;al llibre del sindicat remenca hi consten dones doblement esclaves dels senyors per remences i per dones van contribuir a la primera lluita documentada per abolir la servitud fitxa unesco aqui hi ha el llistat m
3354;jordigraupera;bcncapital;Carrers com en d'en Raurich ajuden a recordar que la història és un pou on sempre hi ha aigua. Els carrers de Barcelona han estat escrits i reescrits moltes vegades. Però passejant-hi és… ;2019-01-29 22:23:14;19;58;carrers com en d en raurich ajuden a recordar que la historia es un pou on sempre hi ha aigua els carrers de barcelona han estat escrits i reescrits moltes vegades pero passejant hi es 
3355;chantal_moll;vallsbcn;Bravo Nani! Felicitats per la defensa que heu fet del sistema d'atenció primària aquests dies. Sempre has estat en aquesta lluita tan solidària amb les persones q pateixen i a les q cuides. Els pacients estem molt agraïts del vostre esforç diari. Petons! ;2018-11-30 22:16:37;1;4;bravo nani felicitats per la defensa que heu fet del sistema d atencio primaria aquests dies sempre has estat en aquesta lluita tan solidaria amb les persones q pateixen i a les q cuides els pacients estem molt agraits del vostre esforc diari petons 
3356;leobejarano;cup;"El Partido Popular contra la biodiversidad. 
Hoy se aprueba, contra el criterio de más de 600 científicos, la modificación de ley de biodiversidad para permitir soltar especies exóticas. Esta broma nos va a salir muy cara #ProtejamoslaBiodiversidad ";2018-04-16 06:20:35;63;30;el partido popular contra la biodiversidad hoy se aprueba contra el criterio de mas de cientificos la modificacion de ley de biodiversidad para permitir soltar especies exoticas esta broma nos va a salir muy cara protejamoslabiodiversidad 
3357;neusmunte;jxcat;Dimecres 19 de desembre ens trobarem a @CotxeresCasinet de #Sants al sopar groc en solidaritat amb els #PresosPolíticsiExiliats. Estem al vostre costat. Us hi esperem. ;2018-12-15 16:00:06;9;16;dimecres de desembre ens trobarem a cotxerescasinet de sants al sopar groc en solidaritat amb els presospoliticsiexiliats estem al vostre costat us hi esperem 
3358;AdriaAlsina;bcncapital;.@neus18, @epaluzie i @6qcara presenten els 25 candidats i candidates a @PrimariesLH i recorden que aquesta setmana l'Hospitalet ha superat els 1.000 votants inscrits. Felicitats! ;2019-01-30 19:00:36;23;48; neus epaluzie i qcara presenten els candidats i candidates a primarieslh i recorden que aquesta setmana l hospitalet ha superat els votants inscrits felicitats 
3359;joanlopezalegre;pp;Paco Cano, Lluch, Ruiz Casado, Gervilla, les victimes d’Hipercor o Vic no van poder fugir com tu @krls perque la banda terrorista del tipus amb el que estas reunit els va matar 🤮 ;2018-11-07 18:29:58;285;577;paco cano lluch ruiz casado gervilla les victimes d hipercor o vic no van poder fugir com tu krls perque la banda terrorista del tipus amb el que estas reunit els va matar 
3360;laiabonetrull;psc;Felicitats a la FECARECAT per la 23a gala i a @justomolinero de @radioteletaxi pel teu reconeixement! ;2019-03-23 19:52:21;2;5;felicitats a la fecarecat per la a gala i a justomolinero de radioteletaxi pel teu reconeixement 
3361;PareraEva;vallsbcn;Como es posible que a nadie del gobierno del Ayuntamiento se le pasase por la cabeza que pedir información sobre afiliación sindical, ideología, origen racial o étnico, vida sexual o religión no era normal? En serio. A nadie? 😳 ;2019-03-17 21:40:16;63;68;como es posible que a nadie del gobierno del ayuntamiento se le pasase por la cabeza que pedir informacion sobre afiliacion sindical ideologia origen racial o etnico vida sexual o religion no era normal en serio a nadie 
3362;montsebenedi;erc;Ès un bon moment per recordar qui era #PepaColomer i reivindicar que l’Aeroport del Prat porti el seu nom. Ella em representa. ;2019-03-02 20:08:41;22;40;es un bon moment per recordar qui era pepacolomer i reivindicar que l aeroport del prat porti el seu nom ella em representa 
3363;AdriaAlsina;bcncapital;Tot a punt al Casinet d'Hostafrancs per començar a debatre el programa de @bcnescapital @PrimariesCat ! Ens veiem d'aquí una estona! ;2019-03-02 08:57:46;8;26;tot a punt al casinet d hostafrancs per comencar a debatre el programa de bcnescapital primariescat ens veiem d aqui una estona 
3364;janetsanz;bcomu;"La Model del futur. 

Un gran espai públic i verd de 20.000m2, 150 habitatges públics, ple d’usos ciutadans, de memòria, llum i llibertat. 

Guanyem 2 illes de l'Eixample amb un projecte que respon a les demandes del veïnat i les entitats. ";2018-12-04 13:28:39;48;100;la model del futur un gran espai public i verd de m habitatges publics ple d usos ciutadans de memoria llum i llibertat guanyem illes de l eixample amb un projecte que respon a les demandes del veinat i les entitats 
3365;janetsanz;bcomu;"És absolutament inacceptable deixar tres menors tancats. Vam estar alerta des del primer moment, coordinats amb mossos i ara investiguem perquè volem saber qui ho va encarregar.
Fets com aquests no es poden tornar a repetir. #9Barris 
";2019-01-07 12:58:37;41;61;es absolutament inacceptable deixar tres menors tancats vam estar alerta des del primer moment coordinats amb mossos i ara investiguem perque volem saber qui ho va encarregar fets com aquests no es poden tornar a repetir barris 
3366;KRLS;jxcat;Avui @junqueras obre el torn de les declaracions. A partir d'avui, jutges, fiscals i acusadors veuran i sentiran el que és veritablement una muralla democràtica, aquella que tanta por els fa. No deixar passar la repressió, no cedir davant la injustícia ignominiosa. Ànims, Oriol!;2019-02-14 08:08:14;4379;13217;avui junqueras obre el torn de les declaracions a partir d avui jutges fiscals i acusadors veuran i sentiran el que es veritablement una muralla democratica aquella que tanta por els fa no deixar passar la repressio no cedir davant la injusticia ignominiosa anims oriol 
3367;janetsanz;bcomu;"Medalla d’or a @openarms_fund per la seva gran tasca de salvament al mar Mediterrani. GRÀCIES.
És inacceptable que el seu vaixell estigui retingut a @portdebarcelona. 
Demanem a @sanchecastejon que no sigui com Salvini, que no sigui còmplice amb la mort de persones vulnerables. ";2019-01-21 17:30:52;17;50;medalla d or a openarmsfund per la seva gran tasca de salvament al mar mediterrani gracies es inacceptable que el seu vaixell estigui retingut a portdebarcelona demanem a sanchecastejon que no sigui com salvini que no sigui complice amb la mort de persones vulnerables 
3368;elsa_artadi;jxcat;No podran destruir la nostra unitat en defensa de la democràcia i la llibertat. Contenta d'haver conegut el gran @pesacapsada avui a la pl. Sant Jaume en suport a @omnium ;2018-03-15 20:18:30;202;783;no podran destruir la nostra unitat en defensa de la democracia i la llibertat contenta d haver conegut el gran pesacapsada avui a la pl sant jaume en suport a omnium 
3369;Elisendalamany;erc;"🙋🏽‍♀️ Fa un temps vaig començar a compartir a Instagram com era la vida d'una persona que feia el pas a la política institucional al Parlament. Ara he obert una mica més aquest espai recollint preguntes vostres. Ho explico aquí 👇🏽 😊
";2018-12-04 19:52:11;4;45; fa un temps vaig comencar a compartir a instagram com era la vida d una persona que feia el pas a la politica institucional al parlament ara he obert una mica mes aquest espai recollint preguntes vostres ho explico aqui 
3370;CarinaMejias;vallsbcn;Nos unimos a la campaña de @DownEspana por una sociedad donde todos tengamos los mismos derechos y oportunidades, también aquellos que son únicos y por eso #LaSuerteDeTenerte ;2019-03-21 14:34:03;11;14;nos unimos a la campana de downespana por una sociedad donde todos tengamos los mismos derechos y oportunidades tambien aquellos que son unicos y por eso lasuertedetenerte 
3371;miquelpuigrapos;erc;Jo no dic que la jugada d'investir Puigdemont sigui dolenta. Dic que no l'entenc. La que si que entenc, després del que ha dit l'ONU, és investir Sànchez;2018-03-26 20:55:09;19;59;jo no dic que la jugada d investir puigdemont sigui dolenta dic que no l entenc la que si que entenc despres del que ha dit l onu es investir sanchez
3372;CarinaMejias;vallsbcn;"Aquests son antifeixistes @TotBcn , de debò ?
Això es feixisme, violència inacceptable en democràcia . ";2019-03-30 21:33:35;8;8;aquests son antifeixistes totbcn de debo aixo es feixisme violencia inacceptable en democracia 
3373;miquelpuigrapos;erc;"#WillyToledo Sobre aquest tema cal recordar els clàssics: ""Em repugna el que diu, però estic disposat a batre'm per defensar el dret que ho segueixi dient""";2018-09-14 17:44:06;30;118;willytoledo sobre aquest tema cal recordar els classics em repugna el que diu pero estic disposat a batre m per defensar el dret que ho segueixi dient 
3374;jordigraupera;bcncapital;Hi ha dues maneres de mantenir la unitat d'Espanya, Manuel: guanyar un referèndum (not gonna happen) o acontentar l'ultradreta espanyola mentre es permet que els patricis catalans facin i desfacin amb els negocis de la ciutat. Has triat la que posa els barcelonins sota dos jous. ;2019-02-09 19:30:46;297;683;hi ha dues maneres de mantenir la unitat d espanya manuel guanyar un referendum not gonna happen o acontentar l ultradreta espanyola mentre es permet que els patricis catalans facin i desfacin amb els negocis de la ciutat has triat la que posa els barcelonins sota dos jous 
3375;DianaRibaGiner;erc;Avui a la Comissió de #dretshumans del @PVasco_EuskoL s’ha aprovat amb el vot favorable dels grups parlamentaris d’@ehbildu_legebil @eajpnvparlament @PodemosEuskadi_ una proposició no de llei a favor de l’alliberament dels presos polítics Eskerrik Asko ! ;2018-06-13 14:58:17;125;396;avui a la comissio de dretshumans del pvascoeuskol s ha aprovat amb el vot favorable dels grups parlamentaris d ehbildulegebil eajpnvparlament podemoseuskadi una proposicio no de llei a favor de l alliberament dels presos politics eskerrik asko 
3376;DolorsMM;pp;"En el @PPopular hemos demostrado, con políticas y trabajo y no desde el eslogan, como se ha avanzado en la igualdad, llegando al récord de mujeres trabajando en nuestro país o impulsando el currículum anónimo.

#DebateMujeresH25 ";2019-03-07 21:19:04;56;133;en el ppopular hemos demostrado con politicas y trabajo y no desde el eslogan como se ha avanzado en la igualdad llegando al record de mujeres trabajando en nuestro pais o impulsando el curriculum anonimo debatemujeresh 
3377;G_Pisarello;bcomu;"BCN, la mejor BCN, es hija de muchas migraciones y heredera de memorias muy plurales. Una buena vacuna contra los apóstoles del odio al diferente.

Hablamos de ello con @neustomas y Javier Gallego en este programa de @carnecrudaradio""cocinado"" en el Born

";2019-03-05 19:38:08;24;62;bcn la mejor bcn es hija de muchas migraciones y heredera de memorias muy plurales una buena vacuna contra los apostoles del odio al diferente hablamos de ello con neustomas y javier gallego en este programa de carnecrudaradio cocinado en el born 
3378;jordigraupera;bcncapital;"Vols que aquella idea que tens sobre Bcn entri al debat polític? Estem fent el programa de ciutat col·lectivament.

Divendres a les 18h fem una altra sessió de Taules Obertes. Aquesta sobre Medi Ambient, Habitatge, Mobilitat i Participació. 

";2019-03-13 18:44:26;146;143;vols que aquella idea que tens sobre bcn entri al debat politic estem fent el programa de ciutat col lectivament divendres a les h fem una altra sessio de taules obertes aquesta sobre medi ambient habitatge mobilitat i participacio 
3379;fjavilopez;psc;La Senadora Elizabeth Warren (@SenWarren) ha lanzando su candidatura para las primarias demócratas por la Presidencia de Estados Unidos (2020). Habrá que seguirla de cerca. Este es su primer spot de campaña: ;2019-01-01 21:48:43;23;62;la senadora elizabeth warren senwarren ha lanzando su candidatura para las primarias democratas por la presidencia de estados unidos habra que seguirla de cerca este es su primer spot de campana 
3380;magrinyajordi;cup;"La massificació turística difícilment deixarà d'arrasar la ciutat enviant les brigades de neteja a silenciar qui la denuncia @bcn_ajuntament 
#DecreixementTurístic ";2019-03-25 09:46:01;4;6;la massificacio turistica dificilment deixara d arrasar la ciutat enviant les brigades de neteja a silenciar qui la denuncia bcnajuntament decreixementturistic 
3381;elsa_artadi;jxcat;El que esperes d'algú que diu que vol ser presidenta de tots els catalans. #EtFelicitoFill ;2018-01-24 18:11:27;336;441;el que esperes d algu que diu que vol ser presidenta de tots els catalans etfelicitofill 
3382;g_lopezsanz;bcncapital;Victòria de Maragall, que posa els interessos de la família per sobre de la ciutat, i de Colau, que taparà la seva incompetència durant 4 anys lamentant-se ara per l’oposició de la resta de partits. Derrota pel CAP @NordRaval i els veïns, que no poden esperar més. ;2019-03-19 16:17:01;36;31;victoria de maragall que posa els interessos de la familia per sobre de la ciutat i de colau que tapara la seva incompetencia durant anys lamentant se ara per l oposicio de la resta de partits derrota pel cap nordraval i els veins que no poden esperar mes 
3383;miquelpuigrapos;erc;Que donar diners públics als pobres és més EFICAÇ per reduir la pobresa que el salari mínim és cosa de sentit comú. Ara bé, l'EFICIÈNCIA del sistema exigeix que els salaris que paguen les empreses reflecteixin els costos laborals, i els salaris baixos no ho fan ;2018-03-22 18:11:02;8;17;que donar diners publics als pobres es mes eficac per reduir la pobresa que el salari minim es cosa de sentit comu ara be l eficiencia del sistema exigeix que els salaris que paguen les empreses reflecteixin els costos laborals i els salaris baixos no ho fan 
3384;lauballarin;psc;"Una parte de resumen de un largo día de trabajo... Calvo reivindica al PSOE como el “único parapeto posible” contra la extrema derecha
 #ItsTime #ProgressiveEurope #PESMadrid 💜🇪🇺🌹 ";2019-02-22 23:07:36;9;9;una parte de resumen de un largo dia de trabajo calvo reivindica al psoe como el unico parapeto posible contra la extrema derecha itstime progressiveeurope pesmadrid 
3385;ernestmaragall;erc;"Enhorabona @nomadastudiobcn! Orgull de ciutat i de país!
Sou exemple de la Barcelona capdavantera també en tecnologia, coneixement i creativitat.  ";2019-02-06 16:40:21;21;86;enhorabona nomadastudiobcn orgull de ciutat i de pais sou exemple de la barcelona capdavantera tambe en tecnologia coneixement i creativitat 
3386;manuelvalls;vallsbcn;🗓 Mañana por la mañana estaré en @Desayunos_tve hablando con @xabierfortes. Podéis seguirme en directo a través de 👉  ;2019-01-21 20:04:03;11;27; manana por la manana estare en desayunostve hablando con xabierfortes podeis seguirme en directo a traves de 
3387;AdaColau;bcomu;El corazón feminista de Barcelona late hoy con ternura y valentía al lado de nuestras hermanas andaluzas y de todo el Estado. Un hermoso oceáno de sororidad imparable #nonegociamosYoVoy ;2019-01-15 19:23:10;207;763;el corazon feminista de barcelona late hoy con ternura y valentia al lado de nuestras hermanas andaluzas y de todo el estado un hermoso oceano de sororidad imparable nonegociamosyovoy 
3388;ernesturtasun;bcomu;Hoy debate en el pleno del Parlamento Europeo sobre el nuevo reglamento sobre inversiones sostenible en la UE. Es fundamental poner al sector financiero bajo estricto control climático. 👇 ;2019-03-28 10:35:09;67;139;hoy debate en el pleno del parlamento europeo sobre el nuevo reglamento sobre inversiones sostenible en la ue es fundamental poner al sector financiero bajo estricto control climatico 
3389;CarinaMejias;vallsbcn;"Mis condolencias por los dos vecinos de Les Corts fallecidos en un incendio esta mañana, y mi ánimo a sus familiares y amigos.
Agradecemos la labor de los servicios de emergencia y esperamos que se aclaren las causas de este terrible suceso. DEP  ";2019-03-03 10:16:17;12;20;mis condolencias por los dos vecinos de les corts fallecidos en un incendio esta manana y mi animo a sus familiares y amigos agradecemos la labor de los servicios de emergencia y esperamos que se aclaren las causas de este terrible suceso dep 
3390;magrinyajordi;cup;"[Habitatge] públic i assequible?
- Una promoció de pisos públics per a joves, a Sant Andreu, demana un sou mínim de 1.671€ bruts al mes
- El sou mitjà d'un jove de menys de 25 anys és de 10.810 euros bruts i d'un d'entre 25 i 35 anys és de 19.522
";2019-02-16 10:46:09;84;56; habitatge public i assequible una promocio de pisos publics per a joves a sant andreu demana un sou minim de EUR bruts al mes el sou mitja d un jove de menys de anys es de euros bruts i d un d entre i anys es de 
3391;ernesturtasun;bcomu;El 3 d’abril, dia d’acció global contra els paradisos fiscals. Mani convocada a les 18h30 a Barcelona per @fiscalitatjusta @OxfamIntermon @attac_cat @ATTAC_ACORDEM ;2019-03-26 20:02:31;14;20;el d abril dia d accio global contra els paradisos fiscals mani convocada a les h a barcelona per fiscalitatjusta oxfamintermon attaccat attacacordem 
3392;junqueras;erc;"Oriol @junqueras des de la presó d’Estremera:
""El nostre amor als altres és tan important com la honestedat i el treball. El #21D us demano que voteu @Esquerra_ERC"" ";2017-12-16 15:21:23;1226;2963;oriol junqueras des de la preso d estremera el nostre amor als altres es tan important com la honestedat i el treball el d us demano que voteu esquerraerc 
3393;quimforn;jxcat;"“Un cop més el jutge Marchena ha cridat a l’ordre tant el Fiscal com l’advocada de l’Estat, que no acaba de trobar el to”.
Ha començat la segona setmana del judici al Suprem, així ho he vist i ho explico al Dietari que em publica @elnacionalcat 
⬇️
";2019-02-19 20:16:56;997;3353; un cop mes el jutge marchena ha cridat a l ordre tant el fiscal com l advocada de l estat que no acaba de trobar el to ha comencat la segona setmana del judici al suprem aixi ho he vist i ho explico al dietari que em publica elnacionalcat 
3394;chantal_moll;vallsbcn;"Los dirigentes separatistas actuaron ilegalmente a sabiendas y provocaron violencia poniendo en riesgo a la ciudadanía. ""Cabe una rebelión sin armas"", por Carlos Jiménez Villarejo vía @cronicaglobal ";2018-07-02 00:01:30;0;6;los dirigentes separatistas actuaron ilegalmente a sabiendas y provocaron violencia poniendo en riesgo a la ciudadania cabe una rebelion sin armas por carlos jimenez villarejo via cronicaglobal 
3395;miquelpuigrapos;erc;És com si Trump estigués fent esforços perquè Anglaterra reconsideri el Brexit. Potser se'n sortirà;2018-06-11 05:23:24;5;22;es com si trump estigues fent esforcos perque anglaterra reconsideri el brexit potser se n sortira
3396;annasaliente;cup;Ei @TMBinfo! Podríeu explicar perquè la línia verda s'atura 5 minuts en cada parada? Ideal seria donar explicacions per l'altaveu però...;2018-07-16 13:01:59;0;1;ei tmbinfo podrieu explicar perque la linia verda s atura minuts en cada parada ideal seria donar explicacions per l altaveu pero 
3397;fjavilopez;psc;Los que no se preocupan de las personas difícilmente lo harán del planeta. ¡El cambio climático nos afecta a todos/as, empecemos a trabajar por revertirlo! Bienvenidas todas las movilizaciones que nos empujan a ello. 💚 #FridaysForFuture #EuropaEcologista ;2019-03-15 12:03:49;37;75;los que no se preocupan de las personas dificilmente lo haran del planeta el cambio climatico nos afecta a todos as empecemos a trabajar por revertirlo bienvenidas todas las movilizaciones que nos empujan a ello fridaysforfuture europaecologista 
3398;AdaColau;bcomu;L’aigua és 1dret bàsic universal, per això a BCN hem treballat 4anys xq, per 1r cop, baixi el preu en lloc de pujar. El següent pas: garantir l’accés a l’aigua com a dret fonamental, incompatible amb la privatització.L'aigua és de tothom #DiaMundialdelAgua ;2019-03-22 12:03:02;93;196;l aigua es dret basic universal per aixo a bcn hem treballat anys xq per r cop baixi el preu en lloc de pujar el seguent pas garantir l acces a l aigua com a dret fonamental incompatible amb la privatitzacio l aigua es de tothom diamundialdelagua 
3399;CarinaMejias;vallsbcn;"En Venezuela los niños desnutridos mueren de hambre, los enfermos por falta de medicinas y en cada manifestación hay inocentes asesinados por reivindicar su libertad.
Pero tú sigue defendiendo al tirano desde tu mansión de Galapagar y disfruta de tu paternidad.
Ellos no pueden. ";2019-02-04 21:57:41;69;109;en venezuela los ninos desnutridos mueren de hambre los enfermos por falta de medicinas y en cada manifestacion hay inocentes asesinados por reivindicar su libertad pero tu sigue defendiendo al tirano desde tu mansion de galapagar y disfruta de tu paternidad ellos no pueden 
3400;AdaColau;bcomu;Bloquejar uns pressupostos socials és un error històric: perjudica a la població, tant a Cat com a Esp, i obre la porta a eleccions q pot guanyar la dreta i l'extrema dreta. Per interessos partidistes es perjudica a la gent, especialment als més vulnerables. Una irresponsabilitat;2019-02-13 12:21:04;3929;11406;bloquejar uns pressupostos socials es un error historic perjudica a la poblacio tant a cat com a esp i obre la porta a eleccions q pot guanyar la dreta i l extrema dreta per interessos partidistes es perjudica a la gent especialment als mes vulnerables una irresponsabilitat
3401;PareraEva;vallsbcn;"Valls pide a Cs que esté ""en primera línea de combate"" contra Vox | Política | Agencia EFE ";2019-03-27 11:09:24;3;5;valls pide a cs que este en primera linea de combate contra vox politica agencia efe 
3402;janetsanz;bcomu;"Firma para que se retire la demanda contra el sindicato de trabajadoras sexuales @OtrasSindicato. 
Porque las mújeres queremos derechos no estigmatización.
Yo ya lo he firmado! 👉  #NuncaSinNosOTRAS ";2018-11-12 16:58:45;8;26;firma para que se retire la demanda contra el sindicato de trabajadoras sexuales otrassindicato porque las mujeres queremos derechos no estigmatizacion yo ya lo he firmado nuncasinnosotras 
3403;G_Pisarello;bcomu;"“Mentre companyies multillonàries com @Agbar pretenguin controlar un bé bàsic com l’aigua, seguirem fent periodisme independent”

Gràcies @albertmartnez  @La_Directa, @_Quim  @MirPlaM @aiguaesvida x desemmascarar privilegis d’uns pocs i defensar el q és de tots #PremisCiutatBCN ";2019-02-15 08:59:38;13;54; mentre companyies multillonaries com agbar pretenguin controlar un be basic com l aigua seguirem fent periodisme independent gracies albertmartnez ladirecta quim mirplam aiguaesvida x desemmascarar privilegis d uns pocs i defensar el q es de tots premisciutatbcn 
3404;galapita;bcomu;"#ObjetivoValls ""no mantendré la medida del 30%"", no mantendrá la medida por la cual se corresponsabiliza al sector privado obligándole a que las nuevas promocione sy grandes rehabilitaciones de vivienda destinen un 30% a vivienda protegida. 
#ALaEspeculaciónNiTocarla #tomaYa";2019-01-13 21:04:15;34;60;objetivovalls no mantendre la medida del no mantendra la medida por la cual se corresponsabiliza al sector privado obligandole a que las nuevas promocione sy grandes rehabilitaciones de vivienda destinen un a vivienda protegida alaespeculacionnitocarla tomaya
