ResponseMetadata;Sentiment;SentimentScore
{'RequestId': '27be92e3-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '27be92e3-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:21:40 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.23317162692546844, 'Negative': 0.000781950366217643, 'Neutral': 0.7531616687774658, 'Mixed': 0.012884733267128468}
{'RequestId': '27cd5ff4-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '27cd5ff4-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:21:40 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.006638381630182266, 'Negative': 0.1673838347196579, 'Neutral': 0.8025023937225342, 'Mixed': 0.02347545698285103}
{'RequestId': '27dd1765-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '27dd1765-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:21:40 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.14708910882472992, 'Negative': 0.0007436058367602527, 'Neutral': 0.8457061052322388, 'Mixed': 0.0064612035639584064}
{'RequestId': '27eca7c6-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '27eca7c6-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:21:40 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.1139141172170639, 'Negative': 0.0020284231286495924, 'Neutral': 0.8751080632209778, 'Mixed': 0.008949426002800465}
{'RequestId': '27fe0ce7-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '27fe0ce7-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:21:40 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.021391043439507484, 'Negative': 0.19973286986351013, 'Neutral': 0.7393717765808105, 'Mixed': 0.039504364132881165}
{'RequestId': '280dc458-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '280dc458-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '160', 'date': 'Mon, 10 Jun 2019 09:21:40 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.03254100680351257, 'Negative': 0.3194800615310669, 'Neutral': 0.5483273267745972, 'Mixed': 0.09965161979198456}
{'RequestId': '2820b019-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2820b019-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:21:40 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.34002894163131714, 'Negative': 0.07574785500764847, 'Neutral': 0.5359609723091125, 'Mixed': 0.048262227326631546}
{'RequestId': '2830678b-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2830678b-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:21:40 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.16682974994182587, 'Negative': 0.030271686613559723, 'Neutral': 0.7783533930778503, 'Mixed': 0.0245452169328928}
{'RequestId': '28406d1e-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '28406d1e-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:21:40 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.17197471857070923, 'Negative': 0.2953944802284241, 'Neutral': 0.40420225262641907, 'Mixed': 0.12842851877212524}
{'RequestId': '28510eef-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '28510eef-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:21:41 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.013881002552807331, 'Negative': 0.7735567092895508, 'Neutral': 0.13482965528964996, 'Mixed': 0.07773270457983017}
{'RequestId': '28602a20-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '28602a20-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:21:41 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.10516443848609924, 'Negative': 0.011094643734395504, 'Neutral': 0.8711907863616943, 'Mixed': 0.012550112791359425}
{'RequestId': '28722b81-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '28722b81-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '166', 'date': 'Mon, 10 Jun 2019 09:21:41 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.9763541221618652, 'Negative': 0.00028784843743778765, 'Neutral': 0.016837595030665398, 'Mixed': 0.006520458962768316}
{'RequestId': '2881bbe2-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2881bbe2-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:21:41 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.16419512033462524, 'Negative': 0.009380013681948185, 'Neutral': 0.8182775378227234, 'Mixed': 0.008147352375090122}
{'RequestId': '28934813-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '28934813-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:21:41 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.002663371851667762, 'Negative': 0.34102436900138855, 'Neutral': 0.6262692809104919, 'Mixed': 0.030042994767427444}
{'RequestId': '28a23c34-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '28a23c34-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:21:41 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.009663030505180359, 'Negative': 0.20022140443325043, 'Neutral': 0.7581707239151001, 'Mixed': 0.03194478526711464}
{'RequestId': '28b1a585-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '28b1a585-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:21:41 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.17897485196590424, 'Negative': 0.018322007730603218, 'Neutral': 0.7307062149047852, 'Mixed': 0.07199695706367493}
{'RequestId': '28c07296-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '28c07296-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:21:41 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.0032698018476366997, 'Negative': 0.07044580578804016, 'Neutral': 0.9176610708236694, 'Mixed': 0.008623308502137661}
{'RequestId': '28cfdbe8-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '28cfdbe8-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:21:41 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.03662770241498947, 'Negative': 0.008405476808547974, 'Neutral': 0.9451356530189514, 'Mixed': 0.009831136092543602}
{'RequestId': '28dfe179-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '28dfe179-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:21:41 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.007040249649435282, 'Negative': 0.011220504529774189, 'Neutral': 0.9699782729148865, 'Mixed': 0.011761028319597244}
{'RequestId': '28ef4acb-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '28ef4acb-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:21:42 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.01918749511241913, 'Negative': 0.17574246227741241, 'Neutral': 0.7709048986434937, 'Mixed': 0.03416508436203003}
{'RequestId': '28feb41c-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '28feb41c-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:21:42 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.0051708463579416275, 'Negative': 0.5826097130775452, 'Neutral': 0.23077964782714844, 'Mixed': 0.18143980205059052}
{'RequestId': '290f7cfe-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '290f7cfe-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:21:42 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.008207427337765694, 'Negative': 0.7098961472511292, 'Neutral': 0.22383490204811096, 'Mixed': 0.05806152895092964}
{'RequestId': '2921cc7f-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2921cc7f-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:21:42 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.29370665550231934, 'Negative': 0.006050657946616411, 'Neutral': 0.6697152256965637, 'Mixed': 0.030527479946613312}
{'RequestId': '29326d50-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '29326d50-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:21:42 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.009783457033336163, 'Negative': 0.7132436633110046, 'Neutral': 0.22171631455421448, 'Mixed': 0.05525657534599304}
{'RequestId': '2941af91-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2941af91-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:21:42 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.00639744196087122, 'Negative': 0.34436577558517456, 'Neutral': 0.6161855459213257, 'Mixed': 0.03305120766162872}
{'RequestId': '294f9242-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '294f9242-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:21:42 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.16868847608566284, 'Negative': 0.0009034091490320861, 'Neutral': 0.8269993662834167, 'Mixed': 0.0034086990635842085}
{'RequestId': '295e8664-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '295e8664-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:21:42 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.0250542089343071, 'Negative': 0.13750654458999634, 'Neutral': 0.8082626461982727, 'Mixed': 0.029176583513617516}
{'RequestId': '296d2c65-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '296d2c65-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:21:42 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.0178733728826046, 'Negative': 0.009425165131688118, 'Neutral': 0.9663927555084229, 'Mixed': 0.006308709736913443}
{'RequestId': '297bf976-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '297bf976-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:21:42 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.09677646309137344, 'Negative': 0.034266434609889984, 'Neutral': 0.8406642079353333, 'Mixed': 0.02829292230308056}
{'RequestId': '298c7438-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '298c7438-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:21:43 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.6223598122596741, 'Negative': 0.00020326038065832108, 'Neutral': 0.3723549544811249, 'Mixed': 0.005081924144178629}
{'RequestId': '299c0499-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '299c0499-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:21:43 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.23066477477550507, 'Negative': 0.14632445573806763, 'Neutral': 0.5767039656639099, 'Mixed': 0.04630677402019501}
{'RequestId': '29ab94fa-8b61-11e9-a244-31b5f2973720', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '29ab94fa-8b61-11e9-a244-31b5f2973720', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:21:43 GMT', 'connection': 'close'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.0037171696312725544, 'Negative': 0.5991077423095703, 'Neutral': 0.36524105072021484, 'Mixed': 0.03193402662873268}
{'RequestId': '29da94ae-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '29da94ae-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:21:44 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.966659665107727, 'Negative': 0.000382117519620806, 'Neutral': 0.025022445246577263, 'Mixed': 0.007935806177556515}
{'RequestId': '29ea732f-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '29ea732f-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:21:44 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.5274465084075928, 'Negative': 0.17169025540351868, 'Neutral': 0.12348038703203201, 'Mixed': 0.1773829311132431}
{'RequestId': '29fa9fd0-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '29fa9fd0-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '160', 'date': 'Mon, 10 Jun 2019 09:21:44 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.03347405418753624, 'Negative': 0.1403973400592804, 'Neutral': 0.7635167241096497, 'Mixed': 0.06261185556650162}
{'RequestId': '2a0a0921-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2a0a0921-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:21:44 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.07649807631969452, 'Negative': 0.09834354370832443, 'Neutral': 0.7827614545822144, 'Mixed': 0.042396947741508484}
{'RequestId': '2a194b62-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2a194b62-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '160', 'date': 'Mon, 10 Jun 2019 09:21:44 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.02188115566968918, 'Negative': 0.2806951403617859, 'Neutral': 0.6581538319587708, 'Mixed': 0.03926992416381836}
{'RequestId': '2a28b4b3-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2a28b4b3-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:21:44 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.4981631338596344, 'Negative': 0.002676161006093025, 'Neutral': 0.4889635741710663, 'Mixed': 0.010197142139077187}
{'RequestId': '2a3733a4-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2a3733a4-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:21:44 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.032241083681583405, 'Negative': 0.01578444428741932, 'Neutral': 0.9447091221809387, 'Mixed': 0.0072653633542358875}
{'RequestId': '2a458b85-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2a458b85-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '159', 'date': 'Mon, 10 Jun 2019 09:21:44 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.25821664929389954, 'Negative': 0.1850947141647339, 'Neutral': 0.4271930158138275, 'Mixed': 0.1294955611228943}
{'RequestId': '2a559116-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2a559116-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '160', 'date': 'Mon, 10 Jun 2019 09:21:44 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.10030356794595718, 'Negative': 0.12230058014392853, 'Neutral': 0.7271978855133057, 'Mixed': 0.0501980222761631}
{'RequestId': '2a643717-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2a643717-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:21:44 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.04669073969125748, 'Negative': 0.0001078031345969066, 'Neutral': 0.9521990418434143, 'Mixed': 0.0010023602517321706}
{'RequestId': '2a72b608-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2a72b608-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:21:44 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.09071870148181915, 'Negative': 0.03597773239016533, 'Neutral': 0.8244536519050598, 'Mixed': 0.048849936574697495}
{'RequestId': '2a82e2a9-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2a82e2a9-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:21:45 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.8584121465682983, 'Negative': 0.008456769399344921, 'Neutral': 0.11363259702920914, 'Mixed': 0.019498374313116074}
{'RequestId': '2ac0fd1d-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2ac0fd1d-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:21:45 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.013397508300840855, 'Negative': 0.012536111287772655, 'Neutral': 0.9698331952095032, 'Mixed': 0.004233215469866991}
{'RequestId': '2acf2dee-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2acf2dee-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:21:45 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.7856490015983582, 'Negative': 0.0008196758572012186, 'Neutral': 0.20487497746944427, 'Mixed': 0.008656318299472332}
{'RequestId': '2adfa8af-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2adfa8af-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:21:45 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.000989623018540442, 'Negative': 0.7295137643814087, 'Neutral': 0.24766719341278076, 'Mixed': 0.02182939648628235}
{'RequestId': '2aee0090-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2aee0090-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:21:45 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.06711707264184952, 'Negative': 0.5426462888717651, 'Neutral': 0.32964885234832764, 'Mixed': 0.060587793588638306}
{'RequestId': '2afd90f1-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2afd90f1-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:21:45 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.01280810683965683, 'Negative': 0.06584494560956955, 'Neutral': 0.9074728488922119, 'Mixed': 0.013874087482690811}
{'RequestId': '2b0be8d2-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2b0be8d2-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '167', 'date': 'Mon, 10 Jun 2019 09:21:45 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.9793072938919067, 'Negative': 0.00037521208287216723, 'Neutral': 0.0030823114793747663, 'Mixed': 0.017235148698091507}
{'RequestId': '2b19f294-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2b19f294-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:21:45 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.04546475410461426, 'Negative': 0.0071813007816672325, 'Neutral': 0.9405702352523804, 'Mixed': 0.006783769000321627}
{'RequestId': '2b282365-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2b282365-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '160', 'date': 'Mon, 10 Jun 2019 09:21:46 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.372280478477478, 'Negative': 0.007805816829204559, 'Neutral': 0.5878279805183411, 'Mixed': 0.03208571672439575}
{'RequestId': '2b37dad6-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2b37dad6-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:21:46 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.06309390068054199, 'Negative': 0.005114908795803785, 'Neutral': 0.9273362755775452, 'Mixed': 0.0044549256563186646}
{'RequestId': '2b459679-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2b459679-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:21:46 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.5344054102897644, 'Negative': 0.01564083620905876, 'Neutral': 0.4074857831001282, 'Mixed': 0.042467955499887466}
{'RequestId': '2b565f5a-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2b565f5a-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:21:46 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.027586759999394417, 'Negative': 0.20667970180511475, 'Neutral': 0.7304924130439758, 'Mixed': 0.035241175442934036}
{'RequestId': '2b64de4b-8b61-11e9-9335-f579e8ac6854', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '2b64de4b-8b61-11e9-9335-f579e8ac6854', 'content-type': 'application/x-amz-json-1.1', 'content-length': '160', 'date': 'Mon, 10 Jun 2019 09:21:46 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.17508815228939056, 'Negative': 0.03171573206782341, 'Neutral': 0.7640898823738098, 'Mixed': 0.0291062593460083}
